source,target,relationship,sentiment,url,article_source,date
Europol,Russia,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,french,2025-03-19
Europol,Russia,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,german,2025-03-19
Europol,Belarus,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,french,2025-03-19
Europol,Belarus,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,german,2025-03-19
Maciej Duszczyk,Belarus,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,french,2025-03-19
Maciej Duszczyk,Belarus,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,german,2025-03-19
Maciej Duszczyk,Russia,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,french,2025-03-19
Maciej Duszczyk,Russia,accuses,HOSTILE,https://www.euronews.com/2025/03/19/how-transnational-mafia-bosses-became-the-new-generals-of-hybrid-warfare,german,2025-03-19
Viktor Orban,Kinga Kollár,criticizes,HOSTILE,https://www.euronews.com/2025/04/12/hungarian-two-tailed-dog-party-stages-largest-protest-to-date-against-amendment-of-assembl,french,2025-04-12
Zsolt Bayer,Péter Magyar,accuses,HOSTILE,https://www.euronews.com/2025/04/12/hungarian-two-tailed-dog-party-stages-largest-protest-to-date-against-amendment-of-assembl,french,2025-04-12
Gergely Gulyás,Péter Magyar,accuses,HOSTILE,https://www.euronews.com/2025/04/12/hungarian-two-tailed-dog-party-stages-largest-protest-to-date-against-amendment-of-assembl,french,2025-04-12
Tisza Party,Hungary,opposes,NEUTRAL,https://www.euronews.com/2025/04/12/hungarian-two-tailed-dog-party-stages-largest-protest-to-date-against-amendment-of-assembl,french,2025-04-12
Hungarian Two-Tailed Dog Party,government,opposes,NEUTRAL,https://www.euronews.com/2025/04/12/hungarian-two-tailed-dog-party-stages-largest-protest-to-date-against-amendment-of-assembl,french,2025-04-12
Deutschland,UK,partners with,NEUTRAL,https://www.euronews.com/my-europe/2025/04/11/us-no-longer-to-chair-nato-led-group-of-key-military-allies,french,2025-04-11
UK,UDCG,leads,NEUTRAL,https://www.euronews.com/my-europe/2025/04/11/us-no-longer-to-chair-nato-led-group-of-key-military-allies,french,2025-04-11
Deutschland,UDCG,leads,NEUTRAL,https://www.euronews.com/my-europe/2025/04/11/us-no-longer-to-chair-nato-led-group-of-key-military-allies,french,2025-04-11
Brekelmans,United States,supports,FRIENDLY,https://www.euronews.com/my-europe/2025/04/11/us-no-longer-to-chair-nato-led-group-of-key-military-allies,french,2025-04-11
UDCG,Ukraine,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/04/11/us-no-longer-to-chair-nato-led-group-of-key-military-allies,french,2025-04-11
United States,Nato,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/04/11/us-no-longer-to-chair-nato-led-group-of-key-military-allies,french,2025-04-11
Katarina Barley,Ekrem Imamoglu,supports,FRIENDLY,https://www.euronews.com/2025/03/29/eu-delegation-visits-jailed-erdogan-rival-ekrem-imamoglu-in-istanbul-prison,french,2025-03-29
PES,Recep Tayyip Erdogan,criticizes,HOSTILE,https://www.euronews.com/2025/03/29/eu-delegation-visits-jailed-erdogan-rival-ekrem-imamoglu-in-istanbul-prison,french,2025-03-29
Ekrem Imamoglu,Recep Tayyip Erdogan,opposes,NEUTRAL,https://www.euronews.com/2025/03/29/eu-delegation-visits-jailed-erdogan-rival-ekrem-imamoglu-in-istanbul-prison,french,2025-03-29
CHP,Ekrem Imamoglu,endorses,NEUTRAL,https://www.euronews.com/2025/03/29/eu-delegation-visits-jailed-erdogan-rival-ekrem-imamoglu-in-istanbul-prison,french,2025-03-29
Ali Yerlikaya,Demonstrators,accuses,NEUTRAL,https://www.euronews.com/2025/03/29/eu-delegation-visits-jailed-erdogan-rival-ekrem-imamoglu-in-istanbul-prison,french,2025-03-29
Ekrem Imamoglu,CHP,represents,NEUTRAL,https://www.euronews.com/2025/03/29/eu-delegation-visits-jailed-erdogan-rival-ekrem-imamoglu-in-istanbul-prison,french,2025-03-29
Viktor Orban,Ukraine,opposes,HOSTILE,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,french,2025-03-07
Viktor Orban,Ukraine,opposes,HOSTILE,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,german,2025-03-07
Viktor Orban,Donald Trump,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,french,2025-03-07
Viktor Orban,Donald Trump,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,german,2025-03-07
Robert Fico,Kiev,opposes,NEUTRAL,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,french,2025-03-07
Robert Fico,Kiev,opposes,NEUTRAL,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,german,2025-03-07
António Costa,Ukraine,supports,FRIENDLY,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,french,2025-03-07
António Costa,Ukraine,supports,FRIENDLY,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,german,2025-03-07
Ursula von der Leyen,Ukraine,supports,FRIENDLY,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,french,2025-03-07
Ursula von der Leyen,Ukraine,supports,FRIENDLY,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,german,2025-03-07
Viktor Orban,European Union,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,french,2025-03-07
Viktor Orban,European Union,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,german,2025-03-07
Volodymyr Zelensky,United States,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,french,2025-03-07
Volodymyr Zelensky,United States,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/07/hungary-is-isolated-antonio-costa-says-after-orban-blocks-joint-eu-text-on-ukraine,german,2025-03-07
David van Weel,Dutch government,leads,NEUTRAL,https://www.euronews.com/my-europe/2025/03/06/dutch-government-recommends-citizens-get-72-hour-emergency-kits-civil-defence-must-increas,french,2025-03-06
Dutch government,European Commission,partners with,NEUTRAL,https://www.euronews.com/my-europe/2025/03/06/dutch-government-recommends-citizens-get-72-hour-emergency-kits-civil-defence-must-increas,french,2025-03-06
David van Weel,United States,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/06/dutch-government-recommends-citizens-get-72-hour-emergency-kits-civil-defence-must-increas,french,2025-03-06
Donald Trump,Ukraine,opposes,HOSTILE,https://www.euronews.com/my-europe/2025/03/06/dutch-government-recommends-citizens-get-72-hour-emergency-kits-civil-defence-must-increas,french,2025-03-06
Ursula von der Leyen,countries,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/06/dutch-government-recommends-citizens-get-72-hour-emergency-kits-civil-defence-must-increas,french,2025-03-06
Friedrich Merz,Olaf Scholz,replaces,NEUTRAL,https://www.euronews.com/my-europe/2025/02/23/german-federal-election-2025-live-updates-germany-goes-to-the-polls,french,2025-02-23
Mark Rutte,Bosnia,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/12/additional-eufor-peacekeeper-troops-arrive-in-bosnia-amid-rising-tensions,french,2025-03-12
Milorad Dodik,Court of BiH,opposes,HOSTILE,https://www.euronews.com/my-europe/2025/03/12/additional-eufor-peacekeeper-troops-arrive-in-bosnia-amid-rising-tensions,french,2025-03-12
Christian Schmidt,Milorad Dodik,opposes,HOSTILE,https://www.euronews.com/my-europe/2025/03/12/additional-eufor-peacekeeper-troops-arrive-in-bosnia-amid-rising-tensions,french,2025-03-12
right-wing parties,outsourcing of migration,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/25/will-deportation-hubs-help-speed-up-migrant-returns,french,2025-03-25
Saskia Bricmont,return hubs,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/25/will-deportation-hubs-help-speed-up-migrant-returns,french,2025-03-25
Javier Zarzalejos,bilateral agreements,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/25/will-deportation-hubs-help-speed-up-migrant-returns,french,2025-03-25
Italy,Albania,partners with,NEUTRAL,https://www.euronews.com/my-europe/2025/03/25/will-deportation-hubs-help-speed-up-migrant-returns,french,2025-03-25
Meloni,return hubs,leads,NEUTRAL,https://www.euronews.com/my-europe/2025/03/25/will-deportation-hubs-help-speed-up-migrant-returns,french,2025-03-25
Italy,Denmark,partners with,NEUTRAL,https://www.euronews.com/my-europe/2025/03/25/will-deportation-hubs-help-speed-up-migrant-returns,french,2025-03-25
Italy,Netherlands,partners with,NEUTRAL,https://www.euronews.com/my-europe/2025/03/25/will-deportation-hubs-help-speed-up-migrant-returns,french,2025-03-25
France,Ukraine,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/27/jean-noel-barrot-tells-chinas-foreign-minister-a-new-europe-is-emerging,french,2025-03-27
China,Russia,supports,NEUTRAL,https://www.euronews.com/my-europe/2025/03/27/jean-noel-barrot-tells-chinas-foreign-minister-a-new-europe-is-emerging,french,2025-03-27
Jean-Noël Barrot,Wang Yi,partners with,NEUTRAL,https://www.euronews.com/my-europe/2025/03/27/jean-noel-barrot-tells-chinas-foreign-minister-a-new-europe-is-emerging,french,2025-03-27
Jean-Noël Barrot,Li Chenggang,partners with,NEUTRAL,https://www.euronews.com/my-europe/2025/03/27/jean-noel-barrot-tells-chinas-foreign-minister-a-new-europe-is-emerging,french,2025-03-27
United States,Europe,opposes,NEUTRAL,https://www.euronews.com/my-europe/2025/03/27/jean-noel-barrot-tells-chinas-foreign-minister-a-new-europe-is-emerging,french,2025-03-27
Donald Trump,Paris climate change agreement,opposes,NEUTRAL,https://www.euronews.com/my-europe/2025/03/27/jean-noel-barrot-tells-chinas-foreign-minister-a-new-europe-is-emerging,french,2025-03-27
Donald Trump,Paris climate change agreement,opposes,NEUTRAL,https://www.euronews.com/green/2025/01/21/cop29-what-is-the-paris-agreement-and-how-will-countries-be-held-to-account-in-baku,french,2025-01-21
Donald Trump,Paris climate change agreement,opposes,NEUTRAL,https://www.euronews.com/green/2025/01/21/cop29-what-is-the-paris-agreement-and-how-will-countries-be-held-to-account-in-baku,german,2025-01-21
Friedrich Merz,France,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Friedrich Merz,France,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Friedrich Merz,Poland,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Friedrich Merz,Poland,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Zoran Milanović,Ukraine,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Zoran Milanović,Ukraine,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Zoran Milanović,Nato,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Zoran Milanović,Nato,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Maia Sandu,European Union,supports,FRIENDLY,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Maia Sandu,European Union,supports,FRIENDLY,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Edi Rama,Democratic Party,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Edi Rama,Democratic Party,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Bajram Begaj,Socialist Party,endorses,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Bajram Begaj,Socialist Party,endorses,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Albin Kurti,Vetëvendosje,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Albin Kurti,Vetëvendosje,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Srpska Lista,Bosnia,partners with,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Srpska Lista,Bosnia,partners with,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Georgian Dream,Russia,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Georgian Dream,Russia,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Salome Zurabishvili,Mikheil Kavelashvili,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,french,2024-12-31
Salome Zurabishvili,Mikheil Kavelashvili,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/12/31/from-germany-to-romania-the-elections-that-will-define-europe-in-2025,german,2024-12-31
Republican,EU,criticizes,HOSTILE,https://www.euronews.com/next/2025/03/27/irish-regulator-says-eu-needs-common-approach-to-digital-platforms,french,2025-03-27
Brendan Carr,Digital Services Act,criticizes,HOSTILE,https://www.euronews.com/next/2025/03/27/irish-regulator-says-eu-needs-common-approach-to-digital-platforms,french,2025-03-27
Joel Kaplan,US tech companies,criticizes,HOSTILE,https://www.euronews.com/next/2025/03/27/irish-regulator-says-eu-needs-common-approach-to-digital-platforms,french,2025-03-27
European Commission,X,accuses,NEUTRAL,https://www.euronews.com/next/2025/03/27/irish-regulator-says-eu-needs-common-approach-to-digital-platforms,french,2025-03-27
European Commission,TikTok,accuses,NEUTRAL,https://www.euronews.com/next/2025/03/27/irish-regulator-says-eu-needs-common-approach-to-digital-platforms,french,2025-03-27
European Commission,Temu,accuses,NEUTRAL,https://www.euronews.com/next/2025/03/27/irish-regulator-says-eu-needs-common-approach-to-digital-platforms,french,2025-03-27
Calin Georgescu,Nato,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/19/did-europe-block-romanian-ultranationalist-calin-georgescus-presidential-candidacy,french,2025-03-19
Calin Georgescu,Nato,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/19/did-europe-block-romanian-ultranationalist-calin-georgescus-presidential-candidacy,german,2025-03-19
Calin Georgescu,European Union,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/19/did-europe-block-romanian-ultranationalist-calin-georgescus-presidential-candidacy,french,2025-03-19
Calin Georgescu,European Union,criticizes,HOSTILE,https://www.euronews.com/my-europe/2025/03/19/did-europe-block-romanian-ultranationalist-calin-georgescus-presidential-candidacy,german,2025-03-19
Diana Sosoaca,European Union,accuses,HOSTILE,https://www.euronews.com/my-europe/2025/03/19/did-europe-block-romanian-ultranationalist-calin-georgescus-presidential-candidacy,french,2025-03-19
Diana Sosoaca,European Union,accuses,HOSTILE,https://www.euronews.com/my-europe/2025/03/19/did-europe-block-romanian-ultranationalist-calin-georgescus-presidential-candidacy,german,2025-03-19
