,source,target,relationship,sentiment,url,date
1301,Joe Biden,Kamala Harris,partners with,NEUTRAL,https://www.cnn.com/2024/10/16/politics/trump-fact-check-john-deere-economy/index.html,2024-10-16
1302,Donald Trump,NATO,criticizes,HOSTILE,https://www.cnn.com/2024/10/16/politics/trump-fact-check-john-deere-economy/index.html,2024-10-16
1303,Donald Trump,Venezuela,criticizes,HOSTILE,https://www.cnn.com/2024/10/16/politics/trump-fact-check-john-deere-economy/index.html,2024-10-16
1304,Donald Trump,China,criticizes,HOSTILE,https://www.cnn.com/2024/10/16/politics/trump-fact-check-john-deere-economy/index.html,2024-10-16
1305,Joe Biden,Kamala Harris,endorses,FRIENDLY,https://www.cnn.com/interactive/2024/politics/presidential-candidates-dg/,2024-10-21
1306,Kamala Harris,Democratic,supports,NEUTRAL,https://www.cnn.com/interactive/2024/politics/presidential-candidates-dg/,2024-10-21
1307,Donald Trump,U.S. military,criticizes,HOSTILE,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1308,Mark Milley,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1309,Jim Mattis,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1310,Donald Trump,Pentagon,leads,NEUTRAL,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1311,Donald Trump,John F. Kelly,partners with,NEUTRAL,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1312,Donald Trump,Michael Flynn,partners with,NEUTRAL,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1313,Donald Trump,H. R. McMaster,partners with,NEUTRAL,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1314,Donald Trump,Keith Kellogg,partners with,FRIENDLY,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1315,Stanley McChrystal,Kamala Harris,endorses,FRIENDLY,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1316,Bill McRaven,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1317,Mike Mullen,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1318,Keith Kellogg,Benjamin Netanyahu,partners with,NEUTRAL,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1319,Donald Trump,Constitution,opposes,HOSTILE,https://www.cnn.com/2024/10/19/politics/military-leaders-sound-the-alarm-trump/index.html,2024-10-19
1320,Joe Biden,Kamala Harris,partners with,NEUTRAL,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1321,Joe Biden,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1322,Kamala Harris,Joe Biden,supports,FRIENDLY,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1323,Department of Education,borrowers,supports,FRIENDLY,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1324,Joe Biden,borrowers,supports,FRIENDLY,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1325,Republican Party,Department of Education,opposes,HOSTILE,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1326,Donald Trump,Public Service Loan Forgiveness program,opposes,HOSTILE,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1327,Kamala Harris,borrowers,supports,FRIENDLY,https://www.cnn.com/2024/10/17/politics/biden-student-loan-forgiveness/index.html,2024-10-17
1328,Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-unleashes-torrent-personal-attacks-harris-calling-worst-lazy-hel-rcna176599,2024-10-22
1329,Donald Trump,Tim Walz,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-unleashes-torrent-personal-attacks-harris-calling-worst-lazy-hel-rcna176599,2024-10-22
1330,Donald Trump,Economic Club of Chicago,speaks at,NEUTRAL,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1331,Donald Trump,US,proposes tariffs on,NEUTRAL,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1332,Donald Trump,China,proposes tariffs on,NEUTRAL,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1333,Donald Trump,Mexico,proposes tariffs on,NEUTRAL,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1334,Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1335,Adam Hersh,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1336,Joseph Costello,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1337,Alan Deardorff,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1338,Donald Trump,John Deere,threatens,HOSTILE,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1339,Donald Trump,LG,causes to raise prices,NEUTRAL,https://www.nbcnews.com/business/economy/tariffs-economists-dont-rcna176164,2024-10-22
1340,Donald Trump,Democratic Party,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-democrats-enemies-within-rcna175628,2024-10-16
1341,Donald Trump,China,criticizes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-democrats-enemies-within-rcna175628,2024-10-16
1342,Donald Trump,Russia,criticizes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-democrats-enemies-within-rcna175628,2024-10-16
1343,Donald Trump,Adam Schiff,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-democrats-enemies-within-rcna175628,2024-10-16
1344,Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-democrats-enemies-within-rcna175628,2024-10-16
1345,Adam Schiff,Donald Trump,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-democrats-enemies-within-rcna175628,2024-10-16
1346,Donald Trump,Republican Party,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,2024-10-15
1347,Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,2024-10-15
1348,Joe Biden,Kamala Harris,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,2024-10-15
1349,Donald Trump,Joe Biden,criticizes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,2024-10-15
1350,Jeff Horwitt,Kamala Harris,criticizes,NEUTRAL,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,2024-10-15
1351,Donald Trump,America,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,2024-10-15
1352,Donald Trump,Jan. 6,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1353,Donald Trump,Jan. 6 defendants,supports,FRIENDLY,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1354,Aquilino Gonell,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1355,Donald Trump,Jan. 6,opposes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1356,Donald Trump,Republican Party,partners with,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1357,JD Vance,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1358,Amy Berman Jackson,American democracy,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1359,Royce Lamberth,American,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1360,Ronald Reagan,Royce Lamberth,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/trump-called-jan-6-henious-attack-now-calls-day-love-rcna175942,2024-10-17
1361,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1362,Kamala Harris,Joe Biden,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1363,Donald Trump,America,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1364,Kamala Harris,America,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1365,Hallie Jackson,Kamala Harris,interviews,NEUTRAL,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1366,Donald Trump,Russia,partners with,HOSTILE,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1367,Kamala Harris,Liz Cheney,partners with,FRIENDLY,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1368,Kamala Harris,Congress,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,2024-10-22
1369,Donald Trump,IVF,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1370,Donald Trump,Katie Britt,partners with,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1371,Donald Trump,Republican Party,leads,NEUTRAL,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1372,Republican Party,IVF,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1373,Donald Trump,Alabama Legislature,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1374,Donald Trump,Supreme Court,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1375,Democratic Party,IVF,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1376,Ann Scheidler,IVF,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1377,Rand Paul,IVF,opposes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1378,Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940,2024-10-17
1379,Paul Whelan,Brittney Griner,criticizes,HOSTILE,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1380,US,Viktor Bout,partners with,NEUTRAL,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1381,US,Vladimir Putin,opposes,HOSTILE,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1382,Vladimir Putin,Brittney Griner,endorses,NEUTRAL,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1383,Donald Trump,Vladimir Putin,supports,NEUTRAL,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1384,Paul Whelan,Vladimir Putin,criticizes,HOSTILE,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1385,Paul Whelan,Joe Biden,supports,FRIENDLY,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1386,Paul Whelan,Kamala Harris,supports,FRIENDLY,https://www.nbcnews.com/politics/politics-news/paul-whelan-was-devasted-left-russian-labor-camp-americans-released-rcna176082,2024-10-20
1387,Justice Department,Alabama,accuses,HOSTILE,https://www.nbcnews.com/politics/2024-election/federal-judge-blocks-alabama-voter-purge-program-rcna175808,2024-10-16
1388,Wes Allen,Alabama,leads,NEUTRAL,https://www.nbcnews.com/politics/2024-election/federal-judge-blocks-alabama-voter-purge-program-rcna175808,2024-10-16
1389,Anna Manasco,Wes Allen,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/federal-judge-blocks-alabama-voter-purge-program-rcna175808,2024-10-16
1390,Justice Department,Virginia,accuses,HOSTILE,https://www.nbcnews.com/politics/2024-election/federal-judge-blocks-alabama-voter-purge-program-rcna175808,2024-10-16
1391,Glenn Youngkin,Virginia,partners with,NEUTRAL,https://www.nbcnews.com/politics/2024-election/federal-judge-blocks-alabama-voter-purge-program-rcna175808,2024-10-16
1392,Elon Musk,Donald Trump,supports,FRIENDLY,https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075,2024-10-20
1393,Elon Musk,America PAC,partners with,NEUTRAL,https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075,2024-10-20
1394,America PAC,Donald Trump,supports,FRIENDLY,https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075,2024-10-20
1395,Elon Musk,Pennsylvania,supports,FRIENDLY,https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075,2024-10-20
1396,Elon Musk,X,uses,NEUTRAL,https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075,2024-10-20
1397,Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/harris-campaign-mocks-exhausted-trump-appears-nod-event-rcna176206,2024-10-19
1398,Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/harris-campaign-mocks-exhausted-trump-appears-nod-event-rcna176206,2024-10-19
1399,Donald Trump,Secret Service,accuses,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-secret-service-dc-hotel-emoluments-pardons-jobs-democrat-report-rcna175714,2024-10-18
1400,Democratic Party,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-secret-service-dc-hotel-emoluments-pardons-jobs-democrat-report-rcna175714,2024-10-18
1401,Donald Trump,Trump Corporation,leads,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/trump-secret-service-dc-hotel-emoluments-pardons-jobs-democrat-report-rcna175714,2024-10-18
1402,Democratic Party,Trump campaign,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-secret-service-dc-hotel-emoluments-pardons-jobs-democrat-report-rcna175714,2024-10-18
1403,Donald Trump,Albert Pirro,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/trump-secret-service-dc-hotel-emoluments-pardons-jobs-democrat-report-rcna175714,2024-10-18
1404,Donald Trump,Kelly Craft,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/trump-secret-service-dc-hotel-emoluments-pardons-jobs-democrat-report-rcna175714,2024-10-18
1405,Donald Trump,Brian Hughes,opposes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/trump-secret-service-dc-hotel-emoluments-pardons-jobs-democrat-report-rcna175714,2024-10-18
1406,Daron Acemoglu,James Robinson,partners with,NEUTRAL,https://www.npr.org/sections/planet-money/2024/10/14/g-s1-28210/a-nobel-prize-for-an-explanation-of-why-nations-fail,2024-10-15
1407,Daron Acemoglu,Simon Johnson,partners with,NEUTRAL,https://www.npr.org/sections/planet-money/2024/10/14/g-s1-28210/a-nobel-prize-for-an-explanation-of-why-nations-fail,2024-10-15
1408,Daron Acemoglu,Donald Trump,criticizes,NEUTRAL,https://www.npr.org/sections/planet-money/2024/10/14/g-s1-28210/a-nobel-prize-for-an-explanation-of-why-nations-fail,2024-10-15
1409,James Robinson,Donald Trump,criticizes,NEUTRAL,https://www.npr.org/sections/planet-money/2024/10/14/g-s1-28210/a-nobel-prize-for-an-explanation-of-why-nations-fail,2024-10-15
1410,Daron Acemoglu,South Korea,supports,NEUTRAL,https://www.npr.org/sections/planet-money/2024/10/14/g-s1-28210/a-nobel-prize-for-an-explanation-of-why-nations-fail,2024-10-15
1411,Robinson,South Korea,supports,NEUTRAL,https://www.npr.org/sections/planet-money/2024/10/14/g-s1-28210/a-nobel-prize-for-an-explanation-of-why-nations-fail,2024-10-15
1412,Mike Lee,X,opposes,NEUTRAL,https://www.npr.org/2024/10/18/nx-s1-5153741/ai-images-hurricanes-disasters-propaganda,2024-10-18
1413,Amy Kremer,Republican Party,represents,NEUTRAL,https://www.npr.org/2024/10/18/nx-s1-5153741/ai-images-hurricanes-disasters-propaganda,2024-10-18
1414,Renée DiResta,campaigns,supports,NEUTRAL,https://www.npr.org/2024/10/18/nx-s1-5153741/ai-images-hurricanes-disasters-propaganda,2024-10-18
1415,Donald Trump,Haitian migrants,accuses,HOSTILE,https://www.npr.org/2024/10/18/nx-s1-5153741/ai-images-hurricanes-disasters-propaganda,2024-10-18
1416,Taylor Swift,Kamala Harris,endorses,FRIENDLY,https://www.npr.org/2024/10/18/nx-s1-5153741/ai-images-hurricanes-disasters-propaganda,2024-10-18
