source,target,relationship,sentiment,url,article_source,date,is_relevant
Securities and Exchange Commission,Elon Musk,accuses,HOSTILE,https://www.euronews.com/next/2025/01/09/elon-musk-s-life-story-the-highs-and-lows-of-the-tesla-and-spacex-boss,german,2025-01-09,1.0
Center for Countering Digital Hate (CCDH),Elon Musk,criticizes,HOSTILE,https://www.euronews.com/next/2025/01/09/elon-musk-s-life-story-the-highs-and-lows-of-the-tesla-and-spacex-boss,german,2025-01-09,1.0
Elon Musk,Alexandre de Moraes,criticizes,HOSTILE,https://www.euronews.com/next/2025/01/09/elon-musk-s-life-story-the-highs-and-lows-of-the-tesla-and-spacex-boss,german,2025-01-09,1.0
CDU,SPD,partners with,FRIENDLY,https://www.euronews.com/my-europe/2025/03/08/preliminary-talks-conclude-on-new-coalition-government-for-germany,german,2025-03-08,1.0
CDU,Greens,opposes,NEUTRAL,https://www.euronews.com/my-europe/2025/03/08/preliminary-talks-conclude-on-new-coalition-government-for-germany,german,2025-03-08,1.0
SPD,CDU,partners with,FRIENDLY,https://www.euronews.com/my-europe/2025/03/08/preliminary-talks-conclude-on-new-coalition-government-for-germany,german,2025-03-08,1.0
Friedrich Merz,CDU,represents,NEUTRAL,https://www.euronews.com/my-europe/2025/03/08/preliminary-talks-conclude-on-new-coalition-government-for-germany,german,2025-03-08,1.0
Lars Klingbeil,SPD,represents,NEUTRAL,https://www.euronews.com/my-europe/2025/03/08/preliminary-talks-conclude-on-new-coalition-government-for-germany,german,2025-03-08,1.0
Friedrich Merz,coalition government talks,leads,NEUTRAL,https://www.euronews.com/my-europe/2025/03/08/preliminary-talks-conclude-on-new-coalition-government-for-germany,german,2025-03-08,1.0
Jean-Marie Le Pen,National Rally,leads,NEUTRAL,https://www.euronews.com/2025/03/28/french-court-ruling-could-spell-trouble-for-le-pens-2027-presidential-run,german,2025-03-28,1.0
France's constitutional court,Rachadi Saindou,criticizes,HOSTILE,https://www.euronews.com/2025/03/28/french-court-ruling-could-spell-trouble-for-le-pens-2027-presidential-run,german,2025-03-28,1.0
prosecutors,Jean-Marie Le Pen,accuses,HOSTILE,https://www.euronews.com/2025/03/28/french-court-ruling-could-spell-trouble-for-le-pens-2027-presidential-run,german,2025-03-28,1.0
Jean-Marie Le Pen,2027 French presidential elections,opposes,NEUTRAL,https://www.euronews.com/2025/03/28/french-court-ruling-could-spell-trouble-for-le-pens-2027-presidential-run,german,2025-03-28,1.0
National Rally,EU,accuses,HOSTILE,https://www.euronews.com/2025/03/28/french-court-ruling-could-spell-trouble-for-le-pens-2027-presidential-run,german,2025-03-28,1.0
Emmanuel Macron,Dassault Aviation,supports,FRIENDLY,https://www.france24.com/en/live-news/20250323-france-s-dassault-says-upping-rafale-warplane-output,german,2025-03-23,1.0
French authorities,76-year-old man,detained,HOSTILE,https://www.france24.com/en/live-news/20250408-france-detains-man-after-death-threat-to-judge-in-le-pen-case,german,2025-04-08,1.0
76-year-old man,Jean-Marie Le Pen,accuses,HOSTILE,https://www.france24.com/en/live-news/20250408-france-detains-man-after-death-threat-to-judge-in-le-pen-case,german,2025-04-08,1.0
Nicolas Sarkozy,French court,represents,NEUTRAL,https://www.france24.com/en/live-news/20250408-french-court-to-rule-in-september-in-sarkozy-libya-funding-case,german,2025-04-08,1.0
Moamer Kadhafi,Nicolas Sarkozy,accuses,HOSTILE,https://www.france24.com/en/live-news/20250408-french-court-to-rule-in-september-in-sarkozy-libya-funding-case,german,2025-04-08,1.0
Donald Trump,climate change,opposes,HOSTILE,https://www.washingtonpost.com/politics/interactive/2024/donald-trump-policy-positions/,us,2024-09-10,1.0
Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/09/09/kamala-harris-campaign-platform-website/,us,2024-09-09,1.0
Kamala Harris,Joe Biden,supports,FRIENDLY,https://www.washingtonpost.com/politics/2024/09/09/kamala-harris-campaign-platform-website/,us,2024-09-09,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.washingtonpost.com/politics/2024/09/09/kamala-harris-campaign-platform-website/,us,2024-09-09,1.0
Kamala Harris,climate change,supports,FRIENDLY,https://www.washingtonpost.com/politics/interactive/2024/kamala-harris-policy-positions/,us,2024-09-10,1.0
Kamala Harris,oil companies,accuses,HOSTILE,https://www.washingtonpost.com/politics/interactive/2024/kamala-harris-policy-positions/,us,2024-09-10,1.0
Joe Biden,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/09/11/kamala-harris-debate-performance-polls/,us,2024-09-11,1.0
Hillary Clinton,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/09/11/kamala-harris-debate-performance-polls/,us,2024-09-11,1.0
Mitt Romney,Obama,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/09/11/kamala-harris-debate-performance-polls/,us,2024-09-11,1.0
Bill Clinton,Bob Dole,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/09/11/kamala-harris-debate-performance-polls/,us,2024-09-11,1.0
Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/09/11/kamala-harris-debate-performance-polls/,us,2024-09-11,1.0
Kamala Harris,Pence,opposes,NEUTRAL,https://www.washingtonpost.com/politics/2024/09/11/kamala-harris-debate-performance-polls/,us,2024-09-11,1.0
Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.washingtonpost.com/politics/interactive/2023/presidential-candidates-2024-policies-issues/kamala-harris-immigration/,us,2024-09-10,1.0
Kamala Harris,Joe Biden,partners with,NEUTRAL,https://www.washingtonpost.com/politics/interactive/2023/presidential-candidates-2024-policies-issues/kamala-harris-immigration/,us,2024-09-10,1.0
Kamala Harris,Roe v. Wade,supports,FRIENDLY,https://www.washingtonpost.com/politics/interactive/2023/presidential-candidates-2024-policies-issues/kamala-harris-abortion/,us,2024-09-10,1.0
Kamala Harris,a bill that would ban abortion after 20 weeks of pregnancy,opposes,HOSTILE,https://www.washingtonpost.com/politics/interactive/2023/presidential-candidates-2024-policies-issues/kamala-harris-abortion/,us,2024-09-10,1.0
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Joe Biden,opposes,HOSTILE,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Taylor Swift,Democratic ticket,supports,FRIENDLY,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Kamala Harris,Joe Biden,supports,FRIENDLY,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Benjamin Netanyahu,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Kamala Harris,Israel,supports,NEUTRAL,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Putin,supports,FRIENDLY,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Kamala Harris,accuses,HOSTILE,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Kamala Harris,Poland,supports,NEUTRAL,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Robert F. Kennedy Jr.,Donald Trump,endorses,NEUTRAL,https://www.cnn.com/2024/09/10/politics/debate-takeaways-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.cnn.com/2024/09/07/politics/trump-modify-25th-amendment-harris-biden/index.html,us,2024-09-07,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.cnn.com/2024/09/07/politics/trump-modify-25th-amendment-harris-biden/index.html,us,2024-09-07,1.0
Kamala Harris,Joe Biden,defends,FRIENDLY,https://www.cnn.com/2024/09/07/politics/trump-modify-25th-amendment-harris-biden/index.html,us,2024-09-07,1.0
Donald Trump,Joe Biden,opposes,HOSTILE,https://www.cnn.com/2024/09/07/politics/trump-modify-25th-amendment-harris-biden/index.html,us,2024-09-07,1.0
Donald Trump,25th Amendment,criticizes,HOSTILE,https://www.cnn.com/2024/09/07/politics/trump-modify-25th-amendment-harris-biden/index.html,us,2024-09-07,1.0
Joe Biden,Democratic Party,represents,NEUTRAL,https://www.cnn.com/2024/09/07/politics/trump-modify-25th-amendment-harris-biden/index.html,us,2024-09-07,1.0
Donald Trump,Elon Musk,supports,FRIENDLY,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Elon Musk,Donald Trump,endorses,FRIENDLY,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Kamala Harris,Joe Biden,partners with,NEUTRAL,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Joe Biden,Kamala Harris,endorses,NEUTRAL,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Brian Nelson,Donald Trump,accuses,HOSTILE,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Brian Hughes,Kamala Harris,criticizes,HOSTILE,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Republican Party,Internal Revenue Service,criticizes,HOSTILE,https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html,us,2024-09-05,1.0
Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Joe Biden,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Joe Biden,accuses,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,China,accuses,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Nancy Pelosi,accuses,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Kamala Harris,accuses,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Vladimir Putin,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Joe Biden,Kamala Harris,partners with,NEUTRAL,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Kamala Harris,Joe Biden,supports,NEUTRAL,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Donald Trump,Tim Walz,criticizes,HOSTILE,https://www.cnn.com/2024/09/10/politics/fact-check-debate-trump-harris/index.html,us,2024-09-10,1.0
Kamala Harris,Donald Trump,opposes,NEUTRAL,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Kamala Harris,Biden administration,represents,NEUTRAL,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Donald Trump,Kamala Harris,accuses,HOSTILE,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Trump campaign,Kamala Harris,accuses,HOSTILE,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Donald Trump,Hillary Clinton,criticizes,HOSTILE,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Tulsi Gabbard,Donald Trump,supports,FRIENDLY,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Kamala Harris,Pence,opposes,NEUTRAL,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Donald Trump,Tulsi Gabbard,partners with,NEUTRAL,https://www.cnn.com/2024/09/08/politics/kamala-harris-donald-trump-debate/index.html,us,2024-09-08,1.0
Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Donald Trump,President Joe Biden,opposes,HOSTILE,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Kamala Harris,Donald Trump,accuses,HOSTILE,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Taylor Swift,Kamala Harris,endorses,FRIENDLY,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Taylor Swift,Tim Walz,endorses,FRIENDLY,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Anthony Scaramucci,Kamala Harris,supports,FRIENDLY,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Olivia Troye,Kamala Harris,supports,FRIENDLY,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Robert F. Kennedy Jr.,Donald Trump,supports,NEUTRAL,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Donald Trump,Vladimir Putin,partners with,HOSTILE,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Donald Trump,Hungary,partners with,NEUTRAL,https://www.cnn.com/2024/09/11/politics/harris-trump-debate-analysis/index.html,us,2024-09-11,1.0
Donald Trump,China,accuses,HOSTILE,https://www.cnn.com/2024/09/09/politics/fact-check-trump-vance-tariffs/index.html,us,2024-09-09,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.cnn.com/2024/09/09/politics/fact-check-trump-vance-tariffs/index.html,us,2024-09-09,1.0
JD Vance,Donald Trump,supports,NEUTRAL,https://www.cnn.com/2024/09/09/politics/fact-check-trump-vance-tariffs/index.html,us,2024-09-09,1.0
Donald Trump,Joe Biden,opposes,HOSTILE,https://www.cnn.com/2024/09/09/politics/fact-check-trump-vance-tariffs/index.html,us,2024-09-09,1.0
Donald Trump,JD Vance,partners with,NEUTRAL,https://www.cnn.com/2024/09/06/politics/child-care-trump-what-matters/index.html,us,2024-09-06,1.0
JD Vance,Democratic Party,supports,NEUTRAL,https://www.cnn.com/2024/09/06/politics/child-care-trump-what-matters/index.html,us,2024-09-06,1.0
Donald Trump,Reshma Saujani,opposes,NEUTRAL,https://www.cnn.com/2024/09/06/politics/child-care-trump-what-matters/index.html,us,2024-09-06,1.0
Reshma Saujani,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/09/06/politics/child-care-trump-what-matters/index.html,us,2024-09-06,1.0
Donald Trump,Ivanka,partners with,NEUTRAL,https://www.cnn.com/2024/09/06/politics/child-care-trump-what-matters/index.html,us,2024-09-06,1.0
Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.cnn.com/2024/09/06/politics/child-care-trump-what-matters/index.html,us,2024-09-06,1.0
Donald Trump,Aurora,criticizes,HOSTILE,https://www.cnn.com/2024/09/11/politics/colorado-apartment-complex-battleground-immigration/index.html,us,2024-09-11,1.0
Mike Coffman,Danielle Jurinsky,partners with,NEUTRAL,https://www.cnn.com/2024/09/11/politics/colorado-apartment-complex-battleground-immigration/index.html,us,2024-09-11,1.0
Aurora,Tren de Aragua,opposes,NEUTRAL,https://www.cnn.com/2024/09/11/politics/colorado-apartment-complex-battleground-immigration/index.html,us,2024-09-11,1.0
Danilo,Venezuela,represents,NEUTRAL,https://www.cnn.com/2024/09/11/politics/colorado-apartment-complex-battleground-immigration/index.html,us,2024-09-11,1.0
Óscar Naranjo,Tren de Aragua,criticizes,HOSTILE,https://www.cnn.com/2024/09/11/politics/colorado-apartment-complex-battleground-immigration/index.html,us,2024-09-11,1.0
Dave Perry,Aurora,supports,FRIENDLY,https://www.cnn.com/2024/09/11/politics/colorado-apartment-complex-battleground-immigration/index.html,us,2024-09-11,1.0
Donald Trump,Kamala Harris,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/fact-check-presidential-debate-trump-harris-rcna169687,us,2024-09-11,1.0
Kamala Harris,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/fact-check-presidential-debate-trump-harris-rcna169687,us,2024-09-11,1.0
